Country,State,Year,City name,Type of impacting vehicles or objects,Number of road accidents,Number of persons killed in road accidents ,Number of grievously injured persons,Number of minor injured persons
India,Kerala,"Financial Year (Apr - Mar), 2021",Mallapuram,Pedestrian,0,76,324,50
India,Kerala,"Financial Year (Apr - Mar), 2021",Khozikode,Two Wheelers,541,90,683,266
India,Kerala,"Financial Year (Apr - Mar), 2020",Khozikode,Auto Rickshaws,83,8,25,17
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Aurangabad,Pedestrian,117,41,66,16
India,West Bengal,"Financial Year (Apr - Mar), 2020",Asansol Durgapur,Auto Rickshaws,0,0,0,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Madurai,Two Wheelers,343,77,1,318
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Jodhpur,Trucks/Lorries,11,3,0,4
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Jabalpur,Trucks/Lorries,398,67,49,201
India,Kerala,"Financial Year (Apr - Mar), 2021",Khozikode,Others,0,1,12,1
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Mumbai,"Cars, Taxis, Vans & LMV",629,159,312,168
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Indore,Trucks/Lorries,117,3,2,23
India,Kerala,"Financial Year (Apr - Mar), 2021",Khozikode,Auto Rickshaws,110,4,42,36
India,Kerala,"Financial Year (Apr - Mar), 2020",Khozikode,Buses,70,0,11,3
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Varanasi,Auto Rickshaws,42,22,12,11
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Lucknow,Two Wheelers,265,95,84,60
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Chennai,Others,240,67,12,156
India,West Bengal,"Financial Year (Apr - Mar), 2020",Kolkata,Pedestrian,576,94,332,175
India,Telangana,"Financial Year (Apr - Mar), 2020",Hyderabad,Pedestrian,562,72,33,456
India,Kerala,"Financial Year (Apr - Mar), 2021",Kollam,Two Wheelers,733,119,914,190
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Kanpur,"Cars, Taxis, Vans & LMV",370,182,192,51
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Kanpur,Trucks/Lorries,43,44,32,1
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Jodhpur,Others,24,13,1,8
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Varanasi,Others,56,33,23,15
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Meerut,Pedestrian,58,22,4,33
India,Kerala,"Financial Year (Apr - Mar), 2021",Kannur,Buses,86,0,21,20
India,Telangana,"Financial Year (Apr - Mar), 2019",Hyderabad,Buses,52,5,2,14
India,West Bengal,"Financial Year (Apr - Mar), 2021",Kolkata,Pedestrian,597,78,363,182
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Nagpur,Two Wheelers,503,118,345,229
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Aurangabad,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Coimbatore,Trucks/Lorries,10,0,3,4
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Aurangabad,"Cars, Taxis, Vans & LMV",60,9,9,12
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Agra,Trucks/Lorries,99,52,88,35
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Lucknow,Trucks/Lorries,158,59,53,44
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Gwalior,Others,216,19,11,173
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Bhopal,Trucks/Lorries,221,28,3,118
India,Punjab,"Financial Year (Apr - Mar), 2021",Ludhiana,"Cars, Taxis, Vans & LMV",82,62,26,17
India,Kerala,"Financial Year (Apr - Mar), 2020",Thrissur,Auto Rickshaws,163,11,122,68
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Nashik,Buses,10,0,1,15
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Pune,Bicycles,12,7,3,2
India,West Bengal,"Financial Year (Apr - Mar), 2019",Asansol Durgapur,Others,27,25,6,11
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Lucknow,Buses,104,48,45,39
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Indore,"Cars, Taxis, Vans & LMV",310,14,13,175
India,Telangana,"Financial Year (Apr - Mar), 2020",Hyderabad,Others,0,0,0,0
India,Kerala,"Financial Year (Apr - Mar), 2021",Kannur,"Cars, Taxis, Vans & LMV",481,10,41,81
India,Telangana,"Financial Year (Apr - Mar), 2020",Hyderabad,Buses,25,2,0,15
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Coimbatore,Trucks/Lorries,9,1,0,1
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Tiruchirapalli,Trucks/Lorries,3,2,0,0
India,Kerala,"Financial Year (Apr - Mar), 2021",Thrissur,Pedestrian,328,54,232,58
India,Kerala,"Financial Year (Apr - Mar), 2020",Mallapuram,Others,24,1,3,7
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Allahabad(Prayagraj),Auto Rickshaws,210,81,108,40
India,Telangana,"Financial Year (Apr - Mar), 2020",Hyderabad,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Coimbatore,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Chennai,Trucks/Lorries,709,222,135,358
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Gwalior,Auto Rickshaws,128,17,2,97
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Nashik,Bicycles,11,7,6,2
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Indore,Others,354,10,16,232
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Lucknow,Buses,106,54,34,28
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nagpur,Auto Rickshaws,20,6,20,21
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Meerut,Pedestrian,88,27,13,42
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Jaipur,Trucks/Lorries,237,60,66,96
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Meerut,Buses,53,16,2,48
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Kanpur,"Cars, Taxis, Vans & LMV",263,112,123,20
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Jodhpur,Buses,12,0,0,9
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Jabalpur,Buses,225,39,56,194
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Kota,"Cars, Taxis, Vans & LMV",236,42,26,242
India,West Bengal,"Financial Year (Apr - Mar), 2021",Kolkata,Buses,68,7,35,10
India,West Bengal,"Financial Year (Apr - Mar), 2020",Kolkata,Auto Rickshaws,47,1,6,38
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Chennai,Auto Rickshaws,179,17,138,123
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Chennai,"Cars, Taxis, Vans & LMV",327,43,113,176
India,West Bengal,"Financial Year (Apr - Mar), 2020",Kolkata,Two Wheelers,444,64,276,186
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Kanpur,Two Wheelers,241,242,293,15
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Chennai,Trucks/Lorries,70,17,24,26
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Kanpur,Buses,4,3,3,0
India,Punjab,"Financial Year (Apr - Mar), 2021",Amritsar,"Cars, Taxis, Vans & LMV",10,5,2,5
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Indore,Bicycles,45,3,0,46
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Nashik,Pedestrian,96,45,49,10
India,Kerala,"Financial Year (Apr - Mar), 2020",Thiruvanthapuram,Pedestrian,1,0,1,0
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Mumbai,Trucks/Lorries,2,1,1,0
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Pune,Buses,5,2,1,3
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Allahabad(Prayagraj),Trucks/Lorries,115,59,29,28
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Lucknow,Bicycles,13,7,4,0
India,West Bengal,"Financial Year (Apr - Mar), 2019",Asansol Durgapur,Buses,11,5,68,15
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Lucknow,Others,0,0,0,0
India,Punjab,"Financial Year (Apr - Mar), 2021",Ludhiana,Pedestrian,60,50,13,0
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Kota,Bicycles,11,0,4,5
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Varanasi,Buses,48,24,21,12
India,West Bengal,"Financial Year (Apr - Mar), 2019",Kolkata,Pedestrian,852,151,502,261
India,Punjab,"Financial Year (Apr - Mar), 2019",Ludhiana,Two Wheelers,477,236,225,16
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Agra,Pedestrian,76,42,34,25
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Coimbatore,"Cars, Taxis, Vans & LMV",234,12,68,193
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Nagpur,Auto Rickshaws,21,5,16,16
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Pune,Trucks/Lorries,12,3,5,4
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Indore,"Cars, Taxis, Vans & LMV",317,22,0,191
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Lucknow,Others,166,54,55,40
India,Kerala,"Financial Year (Apr - Mar), 2021",Kannur,Auto Rickshaws,102,5,43,56
India,Punjab,"Financial Year (Apr - Mar), 2020",Amritsar,Buses,0,0,0,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Coimbatore,Two Wheelers,437,43,227,251
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Allahabad(Prayagraj),Pedestrian,110,34,33,35
India,Kerala,"Financial Year (Apr - Mar), 2020",Khozikode,Trucks/Lorries,58,1,2,2
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Allahabad(Prayagraj),Others,173,43,0,153
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nagpur,Other Non-motorized vehicle (E-rickshaw etc.),7,0,4,4
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Aurangabad,Auto Rickshaws,25,4,24,8
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Aurangabad,Trucks/Lorries,13,2,6,6
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Chennai,Auto Rickshaws,463,44,87,449
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Coimbatore,Others,0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Agra,Others,76,40,70,26
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Kanpur,Auto Rickshaws,38,10,20,18
India,Kerala,"Financial Year (Apr - Mar), 2020",Thrissur,Bicycles,0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Varanasi,Pedestrian,64,38,16,21
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Indore,Buses,54,3,0,27
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Kanpur,Trucks/Lorries,139,62,85,14
India,Kerala,"Financial Year (Apr - Mar), 2020",Thrissur,"Cars, Taxis, Vans & LMV",512,42,389,215
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Ghaziabad,"Cars, Taxis, Vans & LMV",121,52,67,36
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Tiruchirapalli,Buses,75,15,4,79
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Jodhpur,Trucks/Lorries,38,8,0,8
India,Telangana,"Financial Year (Apr - Mar), 2020",Hyderabad,Two Wheelers,1150,164,55,1148
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Mumbai,Bicycles,40,9,29,5
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Ghaziabad,Two Wheelers,374,167,165,90
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Lucknow,"Cars, Taxis, Vans & LMV",223,81,77,65
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Aurangabad,Bicycles,4,1,3,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Lucknow,"Cars, Taxis, Vans & LMV",189,58,65,60
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Nagpur,Trucks/Lorries,17,11,10,5
India,Telangana,"Financial Year (Apr - Mar), 2019",Hyderabad,Two Wheelers,1355,157,101,1438
India,West Bengal,"Financial Year (Apr - Mar), 2019",Kolkata,Others,352,0,246,161
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Nagpur,"Cars, Taxis, Vans & LMV",87,19,57,57
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Bhopal,Buses,14,3,0,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Madurai,Pedestrian,140,20,32,92
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Ghaziabad,Trucks/Lorries,17,8,11,8
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Allahabad(Prayagraj),"Cars, Taxis, Vans & LMV",196,88,40,89
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Kanpur,Bicycles,16,9,13,0
India,Kerala,"Financial Year (Apr - Mar), 2021",Mallapuram,Buses,106,2,29,44
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Kanpur,Buses,58,27,34,12
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Jodhpur,Two Wheelers,214,127,67,151
India,West Bengal,"Financial Year (Apr - Mar), 2021",Kolkata,Bicycles,126,23,68,36
India,Telangana,"Financial Year (Apr - Mar), 2020",Hyderabad,Trucks/Lorries,12,2,1,1
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Coimbatore,Buses,119,24,25,64
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Gwalior,Buses,54,16,1,65
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Kanpur,Two Wheelers,449,208,239,45
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Agra,Other Non-motorized vehicle (E-rickshaw etc.),27,17,11,9
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Coimbatore,Pedestrian,111,9,30,55
India,Kerala,"Financial Year (Apr - Mar), 2020",Khozikode,Bicycles,0,2,18,1
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Chennai,Pedestrian,1334,297,777,429
India,West Bengal,"Financial Year (Apr - Mar), 2019",Kolkata,Other Non-motorized vehicle (E-rickshaw etc.),56,9,24,29
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Gwalior,"Cars, Taxis, Vans & LMV",381,74,18,235
India,Kerala,"Financial Year (Apr - Mar), 2021",Kannur,Others,38,6,10,6
India,Kerala,"Financial Year (Apr - Mar), 2021",Thrissur,Bicycles,56,9,37,12
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Madurai,Bicycles,35,8,0,33
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Jodhpur,Other Non-motorized vehicle (E-rickshaw etc.),2,1,0,1
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Allahabad(Prayagraj),"Cars, Taxis, Vans & LMV",133,73,8,61
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Kota,Pedestrian,70,17,22,86
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Jaipur,Bicycles,31,4,8,30
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Pune,Pedestrian,234,76,149,39
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Ghaziabad,Others,14,7,6,4
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Kanpur,Others,276,107,184,13
India,Kerala,"Financial Year (Apr - Mar), 2021",Khozikode,Buses,167,0,8,3
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Nashik,Auto Rickshaws,9,1,11,5
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Pune,"Cars, Taxis, Vans & LMV",55,2,19,14
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Meerut,Others,141,122,3,57
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Mumbai,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Kerala,"Financial Year (Apr - Mar), 2021",Thiruvanthapuram,Auto Rickshaws,113,8,102,27
India,West Bengal,"Financial Year (Apr - Mar), 2020",Asansol Durgapur,Bicycles,48,34,11,3
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Agra,Auto Rickshaws,74,63,59,29
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Indore,Auto Rickshaws,50,3,1,39
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Lucknow,Buses,129,46,41,15
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Indore,Two Wheelers,1329,279,109,1293
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Madurai,Others,3,0,2,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Bhopal,Trucks/Lorries,23,4,3,12
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Tiruchirapalli,Two Wheelers,166,34,9,177
India,Kerala,"Financial Year (Apr - Mar), 2021",Mallapuram,Auto Rickshaws,244,29,144,94
India,Kerala,"Financial Year (Apr - Mar), 2020",Khozikode,Pedestrian,0,20,167,45
India,Kerala,"Financial Year (Apr - Mar), 2021",Khozikode,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,1
India,Telangana,"Financial Year (Apr - Mar), 2021",Hyderabad,Other Non-motorized vehicle (E-rickshaw etc.),5,1,0,4
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Tiruchirapalli,Pedestrian,113,42,44,38
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Jodhpur,Auto Rickshaws,15,6,3,9
India,Telangana,"Financial Year (Apr - Mar), 2021",Hyderabad,Bicycles,28,3,3,22
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Madurai,Other Non-motorized vehicle (E-rickshaw etc.),4,1,0,3
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Kanpur,Buses,42,30,41,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Bhopal,"Cars, Taxis, Vans & LMV",224,17,7,128
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Allahabad(Prayagraj),Buses,141,49,69,39
India,West Bengal,"Financial Year (Apr - Mar), 2021",Asansol Durgapur,Two Wheelers,88,72,21,9
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Kota,Bicycles,8,5,1,11
India,Punjab,"Financial Year (Apr - Mar), 2020",Amritsar,"Cars, Taxis, Vans & LMV",8,2,2,7
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Ghaziabad,"Cars, Taxis, Vans & LMV",259,110,91,66
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Coimbatore,Buses,6,0,5,2
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Chennai,Bicycles,377,189,85,143
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Kota,"Cars, Taxis, Vans & LMV",25,0,0,10
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Varanasi,Auto Rickshaws,40,21,13,15
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Kanpur,Others,162,86,81,11
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Jodhpur,Other Non-motorized vehicle (E-rickshaw etc.),11,2,1,5
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Bhopal,Pedestrian,138,25,19,94
India,Telangana,"Financial Year (Apr - Mar), 2021",Hyderabad,Pedestrian,645,94,122,468
India,Kerala,"Financial Year (Apr - Mar), 2020",Mallapuram,Two Wheelers,656,138,829,223
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Chennai,Other Non-motorized vehicle (E-rickshaw etc.),2,0,2,1
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Pune,"Cars, Taxis, Vans & LMV",47,5,14,14
India,West Bengal,"Financial Year (Apr - Mar), 2019",Asansol Durgapur,Two Wheelers,102,62,60,12
India,Telangana,"Financial Year (Apr - Mar), 2019",Hyderabad,Pedestrian,820,95,62,672
India,Kerala,"Financial Year (Apr - Mar), 2021",Kochi,"Cars, Taxis, Vans & LMV",642,34,497,165
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Ghaziabad,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Kanpur,Bicycles,17,5,9,6
India,West Bengal,"Financial Year (Apr - Mar), 2021",Kolkata,"Cars, Taxis, Vans & LMV",224,10,47,40
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Coimbatore,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Kerala,"Financial Year (Apr - Mar), 2020",Kannur,Two Wheelers,226,27,164,129
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Tiruchirapalli,Others,0,0,0,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Indore,Bicycles,42,2,0,40
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Meerut,Auto Rickshaws,69,23,2,54
India,Punjab,"Financial Year (Apr - Mar), 2021",Ludhiana,Buses,14,11,5,0
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nashik,Trucks/Lorries,10,3,6,4
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Madurai,Bicycles,31,13,11,7
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Kota,Other Non-motorized vehicle (E-rickshaw etc.),3,1,0,3
India,West Bengal,"Financial Year (Apr - Mar), 2021",Asansol Durgapur,Buses,8,2,5,7
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Pune,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Indore,Auto Rickshaws,88,5,1,56
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Tiruchirapalli,Trucks/Lorries,51,21,3,31
India,Kerala,"Financial Year (Apr - Mar), 2020",Kochi,Trucks/Lorries,107,21,68,19
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Chennai,"Cars, Taxis, Vans & LMV",1948,202,501,1547
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Pune,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Coimbatore,Pedestrian,206,20,89,97
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Meerut,Other Non-motorized vehicle (E-rickshaw etc.),36,13,11,18
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Coimbatore,Auto Rickshaws,14,5,7,8
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Tiruchirapalli,Bicycles,12,5,0,7
India,Kerala,"Financial Year (Apr - Mar), 2021",Kochi,Bicycles,0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Ghaziabad,Two Wheelers,342,186,124,70
India,Telangana,"Financial Year (Apr - Mar), 2021",Hyderabad,Buses,25,3,6,7
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Tiruchirapalli,"Cars, Taxis, Vans & LMV",131,15,15,157
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Coimbatore,Others,0,0,0,0
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nashik,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Nashik,Bicycles,14,8,5,1
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Jabalpur,Trucks/Lorries,271,78,27,205
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Kota,Pedestrian,80,18,18,52
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Coimbatore,Bicycles,11,3,25,13
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Gwalior,Two Wheelers,416,71,18,276
India,Kerala,"Financial Year (Apr - Mar), 2021",Kannur,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Gwalior,"Cars, Taxis, Vans & LMV",290,49,14,179
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Kota,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Kerala,"Financial Year (Apr - Mar), 2021",Thiruvanthapuram,"Cars, Taxis, Vans & LMV",235,17,178,91
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Jabalpur,Bicycles,0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Meerut,Others,0,0,0,0
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Jaipur,Two Wheelers,916,255,311,513
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Kota,Two Wheelers,238,52,40,215
India,Kerala,"Financial Year (Apr - Mar), 2021",Kollam,Others,30,3,18,1
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Kanpur,Other Non-motorized vehicle (E-rickshaw etc.),188,84,115,27
India,Punjab,"Financial Year (Apr - Mar), 2021",Ludhiana,Bicycles,24,16,9,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Agra,Other Non-motorized vehicle (E-rickshaw etc.),188,143,162,38
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Lucknow,Bicycles,159,61,44,38
India,Telangana,"Financial Year (Apr - Mar), 2019",Hyderabad,Auto Rickshaws,146,6,7,136
India,Punjab,"Financial Year (Apr - Mar), 2019",Ludhiana,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Pune,Others,0,0,0,0
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Nagpur,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Varanasi,Pedestrian,53,15,26,14
India,West Bengal,"Financial Year (Apr - Mar), 2020",Kolkata,"Cars, Taxis, Vans & LMV",210,8,48,56
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Jabalpur,Auto Rickshaws,290,55,19,184
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Pune,Others,0,0,0,0
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Jaipur,Others,86,29,5,29
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Nashik,Two Wheelers,306,98,235,77
India,Kerala,"Financial Year (Apr - Mar), 2020",Thrissur,Two Wheelers,609,52,472,166
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Jaipur,Pedestrian,283,110,58,160
India,West Bengal,"Financial Year (Apr - Mar), 2019",Asansol Durgapur,Auto Rickshaws,1,1,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Allahabad(Prayagraj),Other Non-motorized vehicle (E-rickshaw etc.),201,44,100,66
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Varanasi,Other Non-motorized vehicle (E-rickshaw etc.),13,3,3,10
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Chennai,Two Wheelers,1734,348,387,1034
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Nagpur,Buses,2,1,9,0
